#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-17-11-47-05
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	C7Rzdf2N6U2EIC3ZVc	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313591503.109818	C5HapN2Fce0ZrP34rb	147.32.84.165	1759	212.117.171.138	65500	unknown_dce_rpc_auth_type_220	-	F	bro
1313591503.111857	C5HapN2Fce0ZrP34rb	147.32.84.165	1759	212.117.171.138	65500	unknown_dce_rpc_auth_type_98	-	F	bro
1313591503.265878	CkAgld4GBlDp0iYuT9	147.32.84.205	2940	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591503.485456	CjEhwA3i7wvARDELQh	147.32.84.191	3379	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591503.627655	CVUYrx171O6GGl9Tu	147.32.84.205	2941	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.077667	CqPWgNgkvXQH6gyda	147.32.84.191	3381	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.123470	CkVyNCLNNGW1sRAsk	147.32.84.191	3382	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.196161	CqCSMShhzOOpaVsL1	147.32.84.207	1979	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.261601	C6Ctr3dIJbZOvWabc	147.32.84.193	3744	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.261601	ColxIC444JQJhJJEa	147.32.84.193	3745	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.261601	CvSXnl1NIRtN5ByMW1	147.32.84.191	3383	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.287285	CKDRzf6i9iVxhXPkl	147.32.84.191	3384	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.287285	CWItAT27YiYcnHTZkk	147.32.84.191	3385	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.620984	CJcxYssNjeAmimoaa	147.32.84.207	1980	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.724842	CwrLSFEd1nGhWi6K9	147.32.84.191	3387	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591504.821308	Ck0b4d3mwXEDAmlgFi	147.32.84.206	4234	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591505.344465	Cn651y4ZreIVNZcaJ	147.32.84.206	4238	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591505.750027	CUfm0k1Mn3m45XDyG	147.32.84.191	3392	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591506.605773	CiJgWb1uXHyw5RmM8d	147.32.84.206	4247	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591506.745850	C0Fh1n1VpvZXy1asV6	147.32.84.207	1323	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313591507.128569	CnW7aj4DV2qEWT0Ea5	147.32.84.206	4248	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.325553	CQgFx41dsgK26Tg9Xg	147.32.84.192	1116	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.325553	CCGVuQnx5C50ksV33	147.32.84.192	1117	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.749727	CfjZJe262EiSPdMtFj	147.32.84.206	4250	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.749727	CZZWUv1AeiH1Ea7cn8	147.32.84.206	4251	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.749727	CeKQNu2lFxgLOdlCjc	147.32.84.192	1119	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591507.749727	CkjRmd2N3hxdw2BwUk	147.32.84.192	1120	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591508.904974	CpkbSe3s4FJuPjRLkj	147.32.84.206	4254	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591508.904974	CTW7n5192rbxEe4qKi	147.32.84.206	4255	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591509.245779	C8ro7i4hcFhXcS8rzi	147.32.84.165	1879	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591509.245779	CsV5gC1tZKdCrsAme3	147.32.84.165	1880	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591509.746715	CtWIvY1OkUvRP5CGtc	147.32.84.192	1130	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591509.749701	CnDrBS2ZJr2GGpMcga	147.32.84.192	1131	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591509.886430	CNOPCk2fMsRYwu9cs	147.32.84.192	1134	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.050493	CJzGa84DbEd89njTQl	147.32.84.192	1135	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.050493	CSIJVK2zskOR6HkK97	147.32.84.165	1885	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.050493	CYjNgnOb4jwILdS5c	147.32.84.165	1886	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.206802	CFFoJS1m5Sj8S5VQHh	147.32.84.191	3403	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.579079	Clo4Lt1NsYVo2lr9wg	147.32.84.191	3405	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.645893	CpPV6x3wglioO84AU9	147.32.84.205	2949	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591510.645893	CD1hL84jgu6G7qmpYe	147.32.84.205	2950	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591511.229386	Cjjx1O15Y84waLgKgk	147.32.84.205	2953	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591511.577223	CeKqst3gKI0SGpD5di	147.32.84.205	2954	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591511.623813	CWN5Z91YvLkjPJ4SV5	147.32.84.205	2955	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591511.623813	CG8rWC203MTLWuQO5i	147.32.84.205	2956	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.101631	CETWN04ts4prrrTAc1	147.32.84.204	4104	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.101631	CYbKDbhvdeA4NPvU4	147.32.84.204	4105	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.213916	CWluUT9blJW03uB5h	147.32.84.191	3409	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.213916	CIkRWHlkddwbBvgEd	147.32.84.207	1994	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.213916	CrQICB5efY5SfMboe	147.32.84.165	1920	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.213916	CQhwn53hfEpQJf0iKi	147.32.84.165	1921	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.474813	CzUT7O2uqCJrYBNFJ5	147.32.84.207	1995	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.823405	Cd5xbo2TZaz0EFHCk1	147.32.84.205	2961	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.823405	CCr4nL2hGyE07x1eyi	147.32.84.205	2962	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591512.823405	Cnn3y73lYuhjb2gXG2	147.32.84.191	3412	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591513.179786	C4yUi4p5MFOHPBall	147.32.84.205	2964	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591513.179786	CnokfK3lfhuP0NjHYf	147.32.84.205	2965	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591513.529610	CihgOj2bzrOsVUlqzj	147.32.84.165	1927	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591513.529610	CTI6PZ1AFBgNDwAiA7	147.32.84.165	1928	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.332847	C0b4B84Cy3PIbTClCe	147.32.84.165	1932	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.332847	CrpinQ2hDFxkpmzpld	147.32.84.165	1933	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.732347	CpEPkp1t3BekGgtpSc	147.32.84.206	4269	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.732347	CyZQiUh2uBebL4lWa	147.32.84.206	4270	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.832804	CHVZMz2xmsXiVbXZZ	147.32.84.208	3617	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591514.832804	CFx9cdjgJTJh0W5h4	147.32.84.208	3618	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591515.029041	CiOeS9ru7k165sM9	147.32.84.204	4121	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591515.029041	CTO1lO2C5ptllvpX6h	147.32.84.204	4122	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591515.595209	CzXxIH2xYp9MSR7HTb	147.32.84.204	4125	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591515.595209	Cf2ISM3BcSTw6Heo9c	147.32.84.204	4126	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591515.967222	CQbyLL3PKjLry4D8jl	147.32.84.193	3783	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591516.280940	CyBzxm138cPyaS5fDk	147.32.84.204	4130	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591516.332700	CVKSTfAFc9Cdq8yZj	147.32.84.204	4131	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591516.528167	CP4bdh4HabW9ZH1uKj	147.32.84.193	3785	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591516.600441	C0bItn4Sme0uz0Fdfl	147.32.84.207	2002	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591517.362212	CMuaTWENBb07YkS7	147.32.84.207	2004	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591517.362212	CdhJ0a23N3mkUHPWeg	147.32.84.208	3635	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591517.362212	ClrA6o45fgdSGLQkGh	147.32.84.208	3636	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591517.522551	ClpVoa2CM64CKIggcb	147.32.84.207	2006	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591518.245041	CWiz7u37brjPgRy4H	147.32.84.207	2009	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591518.509234	Cn8Y1Y1zpVFPZa6AQ	147.32.84.207	2010	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591518.909428	CIMFKJ1JXPKyLHZdMj	147.32.84.191	3421	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591518.945645	CABuHQ3S3yHyeHROVg	147.32.84.207	2013	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591519.014932	ChC2Hf3CthuO2WLWvg	147.32.84.191	3422	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591519.769108	C5LENB2PLfZT1ZK80k	147.32.84.204	4136	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591519.769108	CvBiEV2QvgoKRkMJrc	147.32.84.204	4137	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591520.841053	C6Vs3A1X9Dr7ixz1D3	147.32.84.191	3428	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591520.966907	CTd00u3bSBMNwIub3a	147.32.84.191	3430	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591520.976426	C3wAwS8kHWEqdG4z3	147.32.84.207	2017	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.107322	C2vXJh1qmMJ5gO1qO5	147.32.84.191	3431	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.107322	C4DRAx1bhOEUiajgT6	147.32.84.165	1990	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.107322	CxMaVFrIEcZNucMCc	147.32.84.165	1991	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.171093	CLHD5A1m2urH8BbLDf	147.32.84.191	3433	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.326473	CQOX2J3p3kBUhYUHZg	147.32.84.191	3434	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.773334	CzpVku36ozN6JkPZ9i	147.32.84.191	3436	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591521.882019	COUEKM29xhZy6rDSMi	147.32.84.207	2019	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591522.482751	CB9VkY2wts6P1chEX9	147.32.84.193	3801	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591522.482751	C4mz3R2VRJjcLjE5Dk	147.32.84.193	3802	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591522.916434	CuGIhc4nWy9UhPDycj	147.32.84.207	2024	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591523.855491	Cokq8L5SVWWuw6twk	147.32.84.192	1175	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591523.855491	CXRrti1tR1jMB4AGAc	147.32.84.192	1176	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591524.957040	CTjHrfDAmYm6V7W9l	147.32.84.207	2028	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591525.472629	CkCyZe20lYif6qyyGc	147.32.84.191	3446	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591525.677940	CYtsNs2b2w8fOLguw2	147.32.84.191	3448	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591525.719207	CZ2K8b1u7a6mCRIseb	147.32.84.207	2029	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591525.926176	Csrfkq2K08Wp1O9Hs	147.32.84.192	1189	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591525.926176	Cz6L9w29L2absNZbLd	147.32.84.192	1190	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591526.029805	C8ju4Z2c2q6aUsaOD5	147.32.84.192	1192	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591526.236710	CtGwJ03phmr0yIU5o6	147.32.84.206	4213	50.7.244.234	65500	unknown_dce_rpc_auth_type_93	-	F	bro
1313591526.436291	CtGwJ03phmr0yIU5o6	147.32.84.206	4213	50.7.244.234	65500	unknown_dce_rpc_auth_type_4	-	F	bro
1313591526.541518	CQqjma2QwzwVIueTg2	147.32.84.192	1193	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591526.574876	CtGwJ03phmr0yIU5o6	147.32.84.206	4213	50.7.244.234	65500	unknown_dce_rpc_auth_type_77	-	F	bro
1313591526.936492	CR1B513AdNwZXsQc02	147.32.84.165	2021	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591526.936492	CKJrlp2b7kEU9YeDM6	147.32.84.165	2022	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591526.996956	Cy12Cn4Q0fHJ33WL02	147.32.84.207	2003	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591527.636126	CUU9rA1bp0wicxWog4	147.32.84.207	2032	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.000714	Crt3FY1eGGrCMiqkV7	147.32.84.204	4167	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.000714	CFPsyE1zfoNHZJZAm	147.32.84.204	4168	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.056053	Cb3m611aTRv0YkGnxb	147.32.84.207	2033	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.710180	CSWhjW1HsJ84ga8BSd	147.32.84.208	3649	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.710180	CPpPbTMoWnQyRJfi6	147.32.84.208	3650	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.738373	CC6qNu4jjSsWmFEvb3	147.32.84.208	3652	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591528.738373	CyYiJh42p6CUEWoZAe	147.32.84.208	3653	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.102318	Cw5Jhq1tQ4q1kENoSf	147.32.84.208	3657	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.102318	CpPuCK24X0AOCyNCoa	147.32.84.208	3658	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.336233	CIeePNScTQrmMXTT	147.32.84.165	2044	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.669778	CHhCqE4L9SC0ZIEXwd	147.32.84.165	2053	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.791720	C1EObk2CInxcbnaJ5g	147.32.84.204	4172	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591529.791720	C0H2ZQ3HdLrVgHNRB8	147.32.84.204	4173	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.074605	CqeugC2aCFpKAnbj2h	147.32.84.204	4178	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.074605	CWOyX13nvDSgIa3G2j	147.32.84.204	4179	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.299233	CX3oNpFpet1KBM7tb	147.32.84.193	3821	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.299233	CRXXYGAfqwVG6LUcb	147.32.84.193	3822	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.441447	C6PY7f3fG1UDsCxfI8	147.32.84.208	3671	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591530.996843	CJhIGW3s8xB9j3b4p3	147.32.84.208	3672	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.437103	C6Fkow44CVWBFItO3k	147.32.84.207	2041	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.437103	C2G5sw2a2oHUD82VE7	147.32.84.204	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313591531.696622	CPEH6RbdM911NY4ld	147.32.84.208	3674	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.696622	C4kHXx4foWbJ2jORr	147.32.84.208	3675	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.777165	CTAocb1mAn0mCVcwq3	147.32.84.193	3828	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.777165	Ckt8cir3VWSWQ06d2	147.32.84.193	3829	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591531.911874	CV74NZ1VV0uCgvA5Yd	147.32.84.207	2042	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591532.012852	CwoZrZ7jY36Jr8ndc	147.32.84.193	3831	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591532.012852	CcXQ913AkNG63F6Gpk	147.32.84.193	3832	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591532.918361	CC2OZW1P16ygFFNEp	147.32.84.209	4866	212.117.177.186	65500	unknown_dce_rpc_auth_type_112	-	F	bro
1313591533.330296	CRB5LI3oE15V984P23	147.32.84.193	3835	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.549499	Cjoc8q1KfMUHvCiBMe	147.32.84.193	3836	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.595974	CZzHEM3LNHC26d4TD6	147.32.84.207	2046	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.764386	CC2OZW1P16ygFFNEp	147.32.84.209	4866	212.117.177.186	65500	unknown_dce_rpc_auth_type_135	-	F	bro
1313591533.812399	CJi2XC3KsM3oeEhWGg	147.32.84.205	3000	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.812399	C218E94MXZcHBct4E9	147.32.84.205	3001	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.899444	CaqNlE90vAdtq28Zk	147.32.84.207	2048	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591533.962287	CC2OZW1P16ygFFNEp	147.32.84.209	4866	212.117.177.186	65500	unknown_dce_rpc_auth_type_137	-	F	bro
1313591534.147454	CONN1g3li4QZsXJ5I9	147.32.84.165	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.172950	CC2OZW1P16ygFFNEp	147.32.84.209	4866	212.117.177.186	65500	unknown_dce_rpc_auth_type_72	-	F	bro
1313591534.172950	CC2OZW1P16ygFFNEp	147.32.84.209	4866	212.117.177.186	65500	too_much_dce_rpc_fragment_data	-	F	bro
1313591534.334795	CKw5kC25CfSmPH7Tcc	147.32.84.191	3464	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.444768	CTv0vA4iQUkynI0Ryl	147.32.84.191	3465	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.481258	CtqFtR2oFLkEArQm1h	147.32.84.206	4331	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.481258	CqrwQW3cpgk7pAMuag	147.32.84.206	4332	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.689773	CoCe464PWEfjlZS6yi	147.32.84.207	2051	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.769314	CtGEB3w8bCXdL0nDi	147.32.84.193	3842	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591534.769314	CfQrnz3dqjR0Pn0Osd	147.32.84.193	3843	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591535.002620	CbDtN63qF35heHhLU5	147.32.84.207	2052	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591535.009189	CfEDM81SRj9wJuTjE	147.32.84.206	4336	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591535.400927	Co72LNlqXbsVfhETi	147.32.84.206	4337	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591535.974811	CCcxUPJlVvSvuRBa3	147.32.84.193	3851	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591535.974811	CkoOYZ3FYeUPQYoaF1	147.32.84.193	3852	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591537.358706	C6l3zm3FOwmdEcJkgh	147.32.84.206	4346	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591537.360319	CabisF4qftmVUGogFb	147.32.84.206	4347	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591538.297881	ChS2EFILB2ZRdIVLl	147.32.84.206	4357	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591538.307853	CfUkdJ30Zo0MHC1NW	147.32.84.206	4358	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591538.738481	CtBXDe3egHWwkAE6ei	147.32.84.192	1229	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591538.778254	CQAVEp4LtVanzBwz0g	147.32.84.192	1230	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591539.137426	CPC3Uv1qBWaq6Z6ob3	147.32.84.192	1234	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591539.137426	CHfN0GsZfAdSsqTG9	147.32.84.192	1235	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591539.164208	Ci13iI2tXaAEKNoet8	147.32.84.192	1237	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591539.164208	CiiWWszgx4wU3T9n	147.32.84.192	1238	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591540.701871	COtWUM211Z8HGVUIqh	147.32.84.206	4368	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591540.701871	CvD3Ej1b2zAWI4SOQ3	147.32.84.206	4369	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591540.933159	Ctu7RdRjasCma82H5	147.32.84.207	2066	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.059768	CAadAC1I9DGVuhew53	147.32.84.204	4208	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.059768	C4Wfi2BYik4XIObZh	147.32.84.204	4209	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.094969	COqwAG3a8yphdS5OQ7	147.32.84.207	2068	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.272004	CEMWA11wp3J47k1bg1	147.32.84.165	2031	212.117.171.138	65500	unknown_dce_rpc_auth_type_53	-	F	bro
1313591541.295988	CEMWA11wp3J47k1bg1	147.32.84.165	2031	212.117.171.138	65500	unknown_dce_rpc_auth_type_77	-	F	bro
1313591541.665212	CRxrOT27jgbn5TWz91	147.32.84.205	3012	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.768101	C7VtVo2KqNwUO9ohrj	147.32.84.205	3013	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.768101	CKDhtfFRYkDXu5Qib	147.32.84.205	3014	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591541.860988	CKIX7q3Y0WMwxGAPSf	147.32.84.205	3016	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591542.285305	CD0NA92LgsFaNGI8dk	147.32.84.192	137	147.32.84.255	137	dns_unmatched_msg	-	F	bro
1313591542.505012	CcKNla1YxvoN1ctn9k	147.32.84.205	3018	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591542.505012	CrOk0n4IoDA7ErgOMf	147.32.84.205	3019	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591543.069187	CRsMoJ1vWlWIW1jj9k	147.32.84.191	3489	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591543.278048	CYROkV2uBkAgiPaGHa	147.32.84.191	3490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591543.669244	CMolcd1rPRto8Xy4Gd	147.32.84.209	2921	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591543.836054	CjUnB93sKFSUEk9ryk	147.32.84.204	4219	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591544.076810	CY6Rkofs4TM1L9Pti	147.32.84.204	4220	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591544.485224	C8KlnZ35bngpTj9oIf	147.32.84.208	3712	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591544.664567	C1cTBs1cU0Xeo2Wjwh	147.32.84.165	2156	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591544.664567	CIV4pD3Gdtl3Vx02Ok	147.32.84.165	2157	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591544.816290	CxcQuO1BC7oviQrtja	147.32.84.204	4223	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.086547	CtC5pb4QRpTSDPRTa4	147.32.84.204	4225	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.387313	Cypj5A3cUaIhoBxQj	147.32.84.208	3717	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.387313	CW5xURamcLpISzTdh	147.32.84.208	3718	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.387313	CD4szucMLPvzQK795	147.32.84.193	3869	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.387313	CUew471T2YOQdm3zCj	147.32.84.205	3027	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.387313	Ci7PNb1myx208lamq4	147.32.84.205	3028	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.455372	CCvB5d10CZJ9jn5Fmi	147.32.84.193	3870	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591545.455372	CJRY81kvyTEAzvn5g	147.32.84.208	3721	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313591546.006229	C7bzQ22ccIcIDlc4qd	147.32.84.205	3032	147.32.80.9	53	dns_unmatched_msg	-	F	bro
