#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-15-10-12-51
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	CUOtvC1tWEu85lUHVb	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313590901.407994	CtS2yXJ8P7e4telph	147.32.84.193	2189	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590901.407994	CFui1w4wLkiaHutZN3	147.32.84.165	2310	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590901.407994	CvwVD8li9Jp89bQ1c	147.32.84.165	2311	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590901.407994	CLHSzj4f2rENt6JODd	147.32.84.208	1948	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590901.407994	C5RpJI1Jhdc5fBvsu9	147.32.84.208	1949	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590901.795960	CWAsN81CphpDWn1uT4	147.32.84.207	4521	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590902.014910	CJ5qZj1CljOEqSHsRk	147.32.84.207	4522	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590902.728453	CULYtwsmWcz0KQg7l	147.32.84.206	2058	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590902.728453	C7EDZO3cREHkD7aywe	147.32.84.206	2059	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590903.601939	ChDMTJ2acqskb5GTX9	147.32.84.209	2921	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590903.896340	Czchr34Lw6Z5nL2yAj	147.32.84.204	2442	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590903.896340	CnUVpf3sqigwdy81Mi	147.32.84.204	2443	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590903.896340	CjoRq52zNlY37dp7di	147.32.84.206	1296	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590904.985406	CkK7hb4pjhNoyxcva	147.32.84.207	4527	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590905.080079	COnL2I2YIVOFIkZ82d	147.32.84.207	4528	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590905.309810	CitIPw29rgHANWNO2c	147.32.84.207	4529	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590905.574808	CxmtVI3upyg5mgmAtc	147.32.84.207	4531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590905.737976	CiYaOF39r9RHL8cwm3	147.32.84.207	4533	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.243282	CaRJpN49FMJUjjqVf	147.32.84.192	3234	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.243282	CdOU042MnRNS05yBE1	147.32.84.192	3235	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.682225	CN83Y63KOss37sgQUe	147.32.84.206	2070	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.682225	CJk5cy2Cel1u87Fz7l	147.32.84.206	2071	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.682225	ClCiUx3gcz0p6h9Eoj	147.32.84.207	4537	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590906.889386	CENlyL3XZa4X0i470c	147.32.84.207	4538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.099534	CCM3pE1QGpgCvEroW8	147.32.84.206	2077	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.099534	C5yLpTLlE3DDK44Q9	147.32.84.206	2078	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.127492	C59XdfBIvDHz0xxe7	147.32.84.207	4540	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.335884	CgIwtj4yD7Y7NGfsif	147.32.84.191	2039	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.343959	C8Gbyr4bkhrMPNkPqh	147.32.84.205	1441	212.117.177.186	65500	unknown_dce_rpc_auth_type_7	-	F	bro
1313590907.808591	Ch2H0KsCTU6WSXqHa	147.32.84.191	2041	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.816758	CcUDZX15yovUcQABe	147.32.84.206	2084	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590907.838439	ClPHdd4Q4Ni7Ur1fw	147.32.84.206	2085	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.090030	CEPSiMIQsF2nUvn37	147.32.84.192	3245	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.090030	Cpkqpt4R9aquA9axXc	147.32.84.192	3246	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.090030	CYMZWdfC1TEQvBuch	147.32.84.207	4543	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.455492	CdQ44YeJo332JUCQc	147.32.84.207	4546	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.956457	COlyTcbAf6IRenNsf	147.32.84.192	3250	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.956457	CMJiRf2bKeF4cA2FEi	147.32.84.192	3251	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590908.998385	ChIaZV12PjKNhjCiUb	147.32.84.191	2044	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590909.264126	Cz3kth2QcJfvTt8ys5	147.32.84.165	2333	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590909.267586	CJFrnH3Wkt1id1336h	147.32.84.165	2334	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590909.570239	Ci1Vpc3D3o8C1A5Dl8	147.32.84.191	2047	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590909.984808	Crgd8H2QW7QOhn9LR5	147.32.84.191	2049	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590910.441940	CliTK74JEUXt5Eez3g	147.32.84.208	1869	50.7.244.234	65500	unknown_dce_rpc_auth_type_245	-	F	bro
1313590910.760236	CX1L0b20rAEOQ31qy1	147.32.84.165	2341	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590910.760236	CmPkuj1NlcdVyWXRid	147.32.84.165	2342	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590910.908323	Ct6rzo2PEbtfqUoOY9	147.32.84.192	3178	212.117.161.86	65500	unknown_dce_rpc_auth_type_69	-	F	bro
1313590911.007254	CliTK74JEUXt5Eez3g	147.32.84.208	1869	50.7.244.234	65500	unknown_dce_rpc_auth_type_119	-	F	bro
1313590911.158488	CliTK74JEUXt5Eez3g	147.32.84.208	1869	50.7.244.234	65500	unknown_dce_rpc_auth_type_170	-	F	bro
1313590911.158488	CliTK74JEUXt5Eez3g	147.32.84.208	1869	50.7.244.234	65500	too_much_dce_rpc_fragment_data	-	F	bro
1313590911.457080	Ct6rzo2PEbtfqUoOY9	147.32.84.192	3178	212.117.161.86	65500	unknown_dce_rpc_auth_type_133	-	F	bro
1313590911.573011	C29eVc2ZBt5wuYoHD5	147.32.84.205	1536	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590911.601651	Ct6rzo2PEbtfqUoOY9	147.32.84.192	3178	212.117.161.86	65500	unknown_dce_rpc_auth_type_247	-	F	bro
1313590911.625652	Ct6rzo2PEbtfqUoOY9	147.32.84.192	3178	212.117.161.86	65500	unknown_dce_rpc_auth_type_136	-	F	bro
1313590911.645473	CEvO5X1C54TvZpQ2pk	147.32.84.191	2052	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590911.690198	CxruA723sG63zXkcLf	147.32.84.205	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590911.976870	Cwv4C13d9rkMQp66j6	147.32.84.165	2347	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590911.976870	CVuWWa444KLiaWCCj3	147.32.84.165	2348	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.260554	CnFi723b5Etw3IIoN2	147.32.84.204	2462	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.260554	COp33T2eW4m7STbBGh	147.32.84.204	2463	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.459412	CAKAWjfhX3pbVqIQ7	147.32.84.208	1962	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.459412	C1T3az2FQQVCO3Rqh	147.32.84.208	1963	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.536506	CQMCXE3l8UubQVuKMf	147.32.84.204	2465	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.536506	C41KYV1ZgvkGxs1kKc	147.32.84.208	1965	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.536506	CbpGNSsgSRasdl9rj	147.32.84.204	2466	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590912.863238	CuSqwN1TFdFVNWANrl	147.32.84.208	1966	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590913.366286	CedpFOqDeIGvPC2o1	147.32.84.208	1971	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590913.366286	CtVNow4qSCkRJGiI7h	147.32.84.208	1972	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590913.487341	CunqpT1yw35l6cZrJa	147.32.84.204	2470	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590913.487341	CfOQ9t1dhWA4nxPV18	147.32.84.204	2471	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.068313	CbfxOP24vsO3P6Uwx7	147.32.84.208	1975	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.068313	CPDfVy3n6tu1YiQ9W1	147.32.84.208	1976	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.191230	CEPS1H3EZVfPiyYv8	147.32.84.193	2208	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.191230	C8Z5Pl2Be26ZK8NOWg	147.32.84.193	2209	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.499320	CALLsw4py9JbeN2rvl	147.32.84.207	1323	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590914.766566	Cur2zKa9gLXDEEbm5	147.32.84.191	2060	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590915.127313	CF7DU74DnIWtsYiMe1	147.32.84.193	2217	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590915.127313	C9EjLb1RIFbc75wb7a	147.32.84.193	2218	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590915.422473	CCAnVY3rrdLAOSodx8	147.32.84.193	2221	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590915.422473	CEelWW2BtNgIiLevBi	147.32.84.193	2222	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590915.578227	CuEcM32DKazZLIZcvj	147.32.84.205	1546	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590916.371501	CiZ95o2QJ9GPdQQsI4	147.32.84.205	1549	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590916.517116	C4h5Iy2y4U6nuVTLm2	147.32.84.165	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590916.754288	ClQHO63eHsviKsdRWc	147.32.84.191	2064	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590917.327316	Cc4lIo1AxeBMEuZZMa	147.32.84.205	1493	212.117.177.186	65500	unknown_dce_rpc_auth_type_142	-	F	bro
1313590917.652849	CmOtZ7HWKCHg9Lp9d	147.32.84.193	1070	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590918.979969	Cdn0n6sPJESpgIM7	147.32.84.193	2230	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590919.008159	Cu8rUg3j1iJd66Jiob	147.32.84.193	2231	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.459274	CWYrHR1jErxzI7gQd1	147.32.84.206	2120	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.459274	CnLb6546omAhbIso0c	147.32.84.206	2121	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.508313	C2WlrY2kFTmEX3psY7	147.32.84.193	2235	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.508313	Cupkh93UH4veiAR3R9	147.32.84.193	2236	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.615175	C1SC1S23dKcX1E9MMk	147.32.84.206	2123	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.615175	C0CQvd4Wt0VWLJBzO7	147.32.84.206	2124	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.646410	CYFPJn3unZjorJ48Y2	147.32.84.192	3273	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590920.646410	Cyjq6J3yLFS4c0rcJ5	147.32.84.192	3274	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590922.713560	Cavz2c2vtRn8QvgAXg	147.32.84.191	2072	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590923.491769	CurSJ43r2DDKbevF3g	147.32.84.191	2075	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590923.722270	CFUF2teIl0gZ4wQy	147.32.84.191	2076	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590924.667320	CGiAwI3Q4bFk51Ds01	147.32.84.205	1561	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590924.667320	C25SPu2AWV6LilZCXl	147.32.84.205	1562	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590924.890706	CZPp1v2ca4bfyG4gG4	147.32.84.204	2490	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590924.890706	CCIWKr4UPBgqD2zlx	147.32.84.204	2491	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.127201	C92tey4Oi5gP6tdIAl	147.32.84.191	2079	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.708807	ChZxqDiak73MtaoDk	147.32.84.191	2081	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.887515	CJDpgd4AZtxzEfT1ke	147.32.84.204	2496	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.887515	CYqLOulTvEyS1dll8	147.32.84.204	2497	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.892942	CUoLZg2uITukz5mBN4	147.32.84.205	1568	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.892942	CZDd6z2tIz6y9ZF62	147.32.84.205	1569	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.972140	CB54fF44czPn1dmeng	147.32.84.165	2411	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590925.991735	CuxXjE1r99ms9fVjpc	147.32.84.165	2412	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590926.133224	Ck94yh4xgd8ll3Uf0f	147.32.84.191	2082	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590926.859243	CPMcaq2taGw2r7RCa1	147.32.84.205	1572	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590926.859243	CWM3VMbtVATB4aAL4	147.32.84.205	1573	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590926.996921	CO5h3I2BMh2RIYMsg9	147.32.84.165	2421	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590926.996921	CATlmf2Dl125spmqAb	147.32.84.165	2422	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590927.852559	CQmYDd13r1NaCCXRLd	147.32.84.204	2505	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590927.852559	CSDZTs4XdrPUGsDNK9	147.32.84.204	2506	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590927.940770	CjMlQfd5yQamPZVD	147.32.84.208	2001	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590927.976954	CjyNnj1xOL8oa0V4me	147.32.84.208	2002	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590927.976954	CSyiBJ2d8FUR9eN28	147.32.84.208	2003	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.084045	CQjUJV2gUKlC36Vp08	147.32.84.206	2142	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.132454	CEn4pX2v5Ld7kavg4i	147.32.84.191	2088	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.214757	CbpIufVzxuBJTwmx1	147.32.84.208	2005	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.401458	CalEGtRfgBnvxXDw5	147.32.84.208	2007	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.401458	CjUOLt1TE7T8B0J9i8	147.32.84.206	2143	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.424863	CYqISm13XNfk4MCMtk	147.32.84.208	2010	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.453073	C02fgz31RtxleLRv8a	147.32.84.205	1580	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.484028	Chr5y01iTy5G510sQl	147.32.84.191	2089	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.484028	CG3ri21HOXPCHM9nb1	147.32.84.205	1581	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.499545	CJmO6C4JOPui0mHpxb	147.32.84.208	2011	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590928.811182	C2RXqM2MEQBmgX9P4	147.32.84.208	2013	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590929.091363	CRhWya2R2jh4H520Lc	147.32.84.205	1583	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590929.091363	CrW3qf47VVpjqzmLp5	147.32.84.205	1584	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590929.720811	CYXTAI1sGDC833TINf	147.32.84.165	2443	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590929.720811	CsDOB41jOiF5bLdJ5	147.32.84.165	2444	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.062791	CRiVqa3dbTtXxm5Ujb	147.32.84.193	2251	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.062791	C6niEp2Am85hKYBcGl	147.32.84.193	2252	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.216660	C4oQsa3LKvKY3O0Rz6	147.32.84.193	2256	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.504863	CpSYiC2VHCgRCmBI96	147.32.84.207	4584	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.504863	CIFXYdDyRNqwG77cg	147.32.84.193	2258	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.650255	CB3taB1mdmeBLeyOe8	147.32.84.207	4585	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.705997	CNkLY846edhmmLCrDj	147.32.84.208	2020	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.705997	CPNqxv2EpJQAywEpJ4	147.32.84.208	2021	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590930.985268	CUYwJsJItxnIc2Osl	147.32.84.191	2093	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590931.293370	C9JUtG4ffaNjlPEmT7	147.32.84.191	2094	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590931.363005	CYpK0RSkhjJZHw4tl	147.32.84.206	2150	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590931.414135	C3z2GU39QsQYuayO3	147.32.84.206	2151	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590931.585186	CdJ5d33cOENpnaREx8	147.32.84.206	2153	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590931.585186	CcMPGo2sbAJOAOnad7	147.32.84.206	2154	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590932.131953	CESbScNYgecJQAIS2	147.32.84.207	4590	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590932.347825	CWxz3Y10ZQZDfBAYYe	147.32.84.207	4591	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590932.698278	CQ6kup2gSuHmc6FeF3	147.32.84.206	2170	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590932.966750	CqQmrn40669GZ1Xcg8	147.32.84.206	2171	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590932.966750	CLsa5h2BbQ5Xa7oALb	147.32.84.206	2172	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590933.451371	CvnHFe2vba27BN0M	147.32.84.206	2174	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590933.451371	CJmPDF3ZtxXCyE9kDb	147.32.84.206	2175	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590933.565316	Cj78wH3Q9Q7ckd4S6b	147.32.84.206	2179	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590935.293706	CWEf294EIoGAmLprT	147.32.84.207	4600	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	Cel7LE1hApR21hjDFj	147.32.84.207	4602	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	CifigI3iTrCDyIJxKg	147.32.84.207	4604	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	CwVHlr32yteN8brQse	147.32.84.207	4605	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	C8UKlc139Hmtbzano	147.32.84.192	3311	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	CYQl2z3GASoCzHFERf	147.32.84.192	3312	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	Cq7sGA4zVKMPolmdPh	147.32.84.192	3314	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	CqgTpvD9DsxNeu44i	147.32.84.192	3315	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590936.980183	C8e1EA2I9i6IqaUXbe	147.32.84.204	1629	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313590937.147179	C5AxDiaCIIR9pDLN	147.32.84.192	3317	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590937.498786	CeLlIH2uOgAA3YwZFb	147.32.84.192	3318	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590937.498786	CdCf6V1WkqNcuHwMhi	147.32.84.192	3319	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590937.592582	CohW7t4BE83H5IuD4d	147.32.84.207	4610	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590937.701292	CwCEP04USxu0vp21V2	147.32.84.207	4611	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590937.723860	CUd3U32wuMGWddyjh9	147.32.84.204	1597	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313590938.225332	CvJzXz3IBk9Dp7XcTj	147.32.84.192	3322	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.225332	CHIscsrwf7FAwxWB6	147.32.84.192	3323	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.244830	CWtF8N2isS398q9SX9	147.32.84.192	3325	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.317364	CH2mlu1kN4bYFeS3H5	147.32.84.191	2111	200.171.4.222	6667	irc_line_too_short	-	F	bro
1313590938.816104	C9vCxp44vQGKx0xX7f	147.32.84.165	2462	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.816104	CFwppJ2LKF2ib9EVbe	147.32.84.165	2463	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.861893	CXkwUJ3YSMDAHgvS2h	147.32.84.192	3328	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.873296	CypSQJ1wJfUr8GIG8	147.32.84.192	3329	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590938.943826	CH2mlu1kN4bYFeS3H5	147.32.84.191	2111	200.171.4.222	6667	irc_invalid_command	-	F	bro
1313590938.943826	CH2mlu1kN4bYFeS3H5	147.32.84.191	2111	200.171.4.222	6667	bad_HTTP_request	-	F	bro
1313590938.943826	CH2mlu1kN4bYFeS3H5	147.32.84.191	2111	200.171.4.222	6667	empty_http_request	-	F	bro
1313590939.406714	CxJICb1G8sLMsjVaE3	147.32.84.165	2469	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590939.430408	C6ppbw2wtmlpgTSOIc	147.32.84.165	2470	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590939.483372	CVYb7T3bvTo3aKcca	147.32.84.209	4002	212.117.177.186	65500	unknown_dce_rpc_auth_type_132	-	F	bro
1313590940.019454	Cgetp5SbQGJMStS3i	147.32.84.207	4616	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.019454	C7ZYpL3cFR9jxh9rLk	147.32.84.205	1600	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.041570	CBMgWJ3meKiByVWfW8	147.32.84.205	1601	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.168171	C7A1o21cV6ZyAq3TI2	147.32.84.205	1603	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.168171	CRyxUB3ujNEA4uVIdi	147.32.84.205	1604	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.168171	CElmVH3Qdza5EDOrOj	147.32.84.207	4618	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.196080	Cxt5Fn13c7ZbYGEhOa	147.32.84.204	2530	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590940.196630	C3NSlN3MUD2zCyqI3	147.32.84.204	2531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590942.700720	CRPStR2XOnQwit3gml	147.32.84.204	2540	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590942.700720	CI9sF03yw4pttmVuul	147.32.84.204	2541	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.001921	CeljN8450ZoyLwHET9	147.32.84.208	2038	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.001921	Cledh84LN0bARYwk4i	147.32.84.208	2039	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.028715	C0FsvZYuXKzjRpUSc	147.32.84.205	137	147.32.84.171	137	dns_unmatched_reply	-	F	bro
1313590943.302395	CrIF5Z2G2xBApSyN06	147.32.84.208	2042	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.302395	CZoko320Zu7aqeL1Vd	147.32.84.208	2043	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.643872	CfGIU3T2CF1OqOkbi	147.32.84.165	2502	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590943.643872	CRcyhxMhDdqDnQlI1	147.32.84.165	2503	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.216657	CfOpNz1j1R36mf9ka2	147.32.84.191	2114	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.349207	CSKNuh29HFl7QXxeMa	147.32.84.204	2545	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.349207	CN7bkt2X1zAjLIlzL7	147.32.84.204	2546	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.364832	CUUUQ04qyDULco74C3	147.32.84.193	2275	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.521803	CSdIUJ3Z5vdmW5JMS1	147.32.84.193	2276	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.785248	C0VIRm4EtSKf3ZAcyj	147.32.84.191	2115	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313590944.850210	CE7gl1188rYcqy9Xe1	147.32.84.193	2278	147.32.80.9	53	dns_unmatched_msg	-	F	bro
